FacilityName,Type,HealthFacilityCode,Classification,StreetNameAndNo,ZipCode,BarangayName,LandlineNumber,lon,lat,level,PRCP,BedSpace,OpRoom,RecRoom,MatWard,IsoRoom,dental,blood,pathology,radiology,pharmacy,CMDCDH_2,Spec1,ICU,NICU,HRPU,RTS,TerClin,MobX,Teach_3,PRU,ASC,Dialysis,BBank,Hispa,radiology3,HIVTreat,HIVTest,City
Francisco Health Center,Rural Health Unit,852,Government,124 Esguerra Street,0,Barangay 75,0,120.968835,14.6164805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kalookan
Hagonoy Health Center,Rural Health Unit,853,Government,1 C.P. Tinga Street,0,Hagonoy,0,121.0694179,14.5118634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Taguig
Karuhatan Health Center,Rural Health Unit,857,Government,0,0,Karuhatan,+63 024450907,120.9739935,14.6898877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Valenzuela
Luzviminda Health Center,Rural Health Unit,860,Government,Cebu Street Corner Luzon Avenue,0,Barangay 558,+63 027155047,121.0070766,14.6106993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manila
Mabolo Health Center,Rural Health Unit,861,Government,34 Amabella Compound,0,Mabolo,+63 024445730,120.9355507,14.7193098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Valenzuela
Manotoc Health Center,Rural Health Unit,866,Government,Felomena Street,0,Marulas,+63 024450587,120.9799839,14.6837594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Valenzuela
Arsenia J. Maximo Super Health Center,Rural Health Unit,872,Government,Quirino Highway,0,Novaliches Proper,0,121.0397282,14.7204007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
Novaliches Lying-In Clinic,Rural Health Unit,873,Government,Quirino Highway,0,Novaliches Proper,0,121.0397282,14.7204007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
Ivc (Olandes) Health Center,Rural Health Unit,874,Government,O. De Guzman Street,0,Industrial Valley,+63 023698254,121.1047927,14.6526138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marikina
Obliza Health Center,Rural Health Unit,875,Government,Fortuna Street,0,Olympia,+63 028991212,121.0212284,14.5741934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Makati
Bagong Pag-Asa Health Center,Rural Health Unit,876,Government,Road 9 Corner Road 10,0,Bagong Pag-Asa,0,121.0343053,14.6621191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
Palanan Health Center,Rural Health Unit,878,Government,4513 Casino Street,0,Palanan,+63 028327935,121.00575,14.560328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Makati
Parada Health Center,Rural Health Unit,879,Government,S. De Guzman Street,0,Parada,+63 022926367,120.9902465,14.6953503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Valenzuela
Bagong Silang Phase 9 Health Center,Rural Health Unit,880,Government,Bagong Silang Phase 9,0,Barangay 176,0,121.0382467,14.7841046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kalookan
Poblacion Health Center,Rural Health Unit,881,Government,"Ground Floor, Contessa Building",0,Poblacion,+63 028612462,121.0290335,14.3854118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Muntinlupa
Poblacion Health Center,Rural Health Unit,881,Government,"Ground Floor, Contessa Building",0,Poblacion,+63 028612462,121.0290335,14.3854118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mandaluyong
Poblacion Health Center,Rural Health Unit,881,Government,"Ground Floor, Contessa Building",0,Poblacion,+63 028612462,121.0290335,14.3854118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Makati
Poblacion Health Center,Rural Health Unit,3545,Government,990B A. T. Reyes Street,0,Poblacion,0,121.0263149,14.5863712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Muntinlupa
Poblacion Health Center,Rural Health Unit,3545,Government,990B A. T. Reyes Street,0,Poblacion,0,121.0263149,14.5863712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mandaluyong
Poblacion Health Center,Rural Health Unit,3545,Government,990B A. T. Reyes Street,0,Poblacion,0,121.0263149,14.5863712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Makati
Poblacion Health Center,Rural Health Unit,5407,Government,A. Mabini Street,0,Poblacion,+63 028995014,121.0313318,14.5688163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Muntinlupa
Poblacion Health Center,Rural Health Unit,5407,Government,A. Mabini Street,0,Poblacion,+63 028995014,121.0313318,14.5688163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mandaluyong
Poblacion Health Center,Rural Health Unit,5407,Government,A. Mabini Street,0,Poblacion,+63 028995014,121.0313318,14.5688163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Makati
Progreso Station Health Center,Barangay Health Station,883,Government,J. Eustaquio Street,1500,Progreso,0,121.0202502,14.6033029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,San Juan
Punturin Health Center,Rural Health Unit,885,Government,19 P. Faustino,0,Punturin,+63 024452554,120.9888653,14.7399922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Valenzuela
Rosario Super Health Center,Rural Health Unit,888,Government,F. Andres Street,0,Rosario,0,121.0843805,14.5906601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pasig
San Miguel Heights Health Center,Rural Health Unit,894,Government,Road 1,0,Marulas,0,120.989907,14.6754095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Valenzuela
San Sebastian Health Center,Rural Health Unit,901,Government,47 Plaza Del Carmen,0,Barangay 390,+63 027348754,120.9877473,14.5981617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manila
Upper Bicutan Health Center,Rural Health Unit,914,Government,Purok 4,0,Upper Bicutan,0,121.0485599,14.4979947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Taguig
Ususan Health Center,Rural Health Unit,915,Government,Tomasa Avenue Tomasa Subdivision,0,Ususan,0,121.065173,14.5311498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Taguig
Veinte Reales Health Center,Rural Health Unit,916,Government,C. Molina Street,0,Viente Reales,0,120.9689892,14.7147165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Valenzuela
Western Bicutan Health Center,Rural Health Unit,919,Government,Service Road,0,Western Bicutan,0,121.0317778,14.5141296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Taguig
Corazon De Jesus Health Center I,Barangay Health Station,931,Government,P.Narciso Street,1500,Corazon De Jesus,+63 024127290,121.030151,14.6058923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,San Juan
Pembo Health Center,Rural Health Unit,1346,Government,Sampaguita Corner Santan Street,0,Pembo,+63 027581398,121.0598533,14.5435607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Makati
Santa Lucia Mini Floodway Health Center,Rural Health Unit,1435,Government,Eastbank Road,0,Santa Lucia,0,121.0971098,14.5825591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pasig
Manggahan Health Center,Rural Health Unit,1436,Government,Eastbank Floodway,0,Manggahan,0,121.0936983,14.6018872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pasig
Santo Tomas Health Center,Rural Health Unit,1445,Government,Lb Jose Street,0,Santo Tomas,+63 026281025,121.0829526,14.5614557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pasig
Lagro Health Center,Rural Health Unit,1447,Government,"Block 47 Lot 1 , Ascension Avenue, Lagro Subdivision",0,Greater Lagro,+63 029308815,121.0631906,14.7275742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
La Paz Health Center,Rural Health Unit,1449,Government,815 Archimedes Street,0,La Paz,+63 028908952,121.0088447,14.5684465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Makati
Pinagkaisahan Health Center,Rural Health Unit,1464,Government,Danlig Street Corner Tolentino Street,0,Pinagkaisahan,+63 028818128,121.0399602,14.5574149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Makati
Sagad Health Center,Rural Health Unit,1466,Government,Angeles Street Corner Feliciano Street,0,Sagad,+63 026280227,121.0790123,14.5655881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pasig
Karangalan Health Center,Rural Health Unit,1467,Government,Kaginhawahan Street Karangalan Village,0,Manggahan,0,121.0936983,14.6018872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pasig
Bagong Ilog Health Center,Rural Health Unit,1469,Government,Sgt. Pascua Street (Pook Maligaya),0,Bagong Ilog,+63 026710681,121.06934,14.5653911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pasig
Pedro Cruz Health Center,Rural Health Unit,1470,Government,F.Sevilla Street,1500,Pedro Cruz,+63 027995069,121.0278316,14.6039593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,San Juan
Napico Health Center,Rural Health Unit,1471,Government,Ampalaya Street Napico,0,Manggahan,0,121.0936983,14.6018872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pasig
Bangculasi Health Center,Rural Health Unit,1474,Government,Alpha Street,1485,Bangculasi,+63 022818732,120.9518739,14.6500257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Navotas
Ismar Health Center,Rural Health Unit,1475,Government,Sampaguita Road Ismar,0,Kalawaan,+63 026425648,121.086626,14.5487915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pasig
Bagong Ilog Puericulture Center,Rural Health Unit,1477,Government,M. Flores Corner Avis Street,0,Bagong Ilog,0,121.0709156,14.561853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pasig
Caniogan Health Center,Rural Health Unit,1478,Government,Kalinangan Street,0,Caniogan,+63 026415110,121.0804169,14.5719448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pasig
Little Baguio Health Center,Rural Health Unit,1480,Government,Alvir Street,1500,Little Baguio,+63 024012306,121.036097,14.6037986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,San Juan
Kapitolyo Health Center,Rural Health Unit,1481,Government,Santa Isabel Corner Santa Rosa Barrio,0,Kapitolyo,+63 026314397,121.0601574,14.569208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pasig
West Crame Health Center,Rural Health Unit,1483,Government,Road 10 Corner Road 6,1500,West Crame,+63 024108471,121.0503373,14.6047692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,San Juan
Pasadeña Health Center,Rural Health Unit,1485,Government,187 F. Benitez Street,1500,Pasade??A,0,121.034207,14.607965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,San Juan
Santa Lucia Health Center,Rural Health Unit,1486,Government,1 B.S. Angeles Street,1500,Santa Lucia,0,121.035387,14.597904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,San Juan
Santa Lucia Health Center,Rural Health Unit,1486,Government,1 B.S. Angeles Street,1500,Santa Lucia,0,121.035387,14.597904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pasig
Santa Lucia Health Center,Rural Health Unit,1487,Government,Camia Street,0,Santa Lucia,0,121.0980222,14.5881883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,San Juan
Santa Lucia Health Center,Rural Health Unit,1487,Government,Camia Street,0,Santa Lucia,0,121.0980222,14.5881883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pasig
Maybunga Health Center,Rural Health Unit,1488,Government,Dr. Sixto Antonio Avenue,0,Maybunga,+63 026428645,121.0820322,14.578775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pasig
Pio Del Pilar Rural Health Unit,Rural Health Unit,1505,Government,Apolinario Street Corner Arguelles Street,0,Pio Del Pilar,+63 028450622,121.0120069,14.5531003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Makati
Buting Health Center,Rural Health Unit,1691,Government,2 Conching Street,0,Buting,+63 026411440,121.0671905,14.5547191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pasig
Sunrise Hill Therapeutic Community Hosp,Hospital,1801,Private,"20 11Th Street, New Manila",0,0,+63 027246128,121.0437003,14.6760413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
Barangay 12 Health Center,Rural Health Unit,1834,Government,"Bangayngay Street, Dagat-Dagatan",0,Barangay 12,0,120.9654037,14.6537352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kalookan
Bago Bantay Health Center,Rural Health Unit,1842,Government,Bukidnon Street,0,Alicia,0,120.9992887,14.6670574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
Malanday Health Center,Rural Health Unit,1876,Government,I. Marcelo Street,0,Malanday,+63 022946951,120.9831648,14.6990294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Valenzuela
Malanday Health Center,Rural Health Unit,1876,Government,I. Marcelo Street,0,Malanday,+63 022946951,120.9831648,14.6990294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marikina
Malanday Health Center,Rural Health Unit,5330,Government,"Multi Purpose Building, Bulelak Street",0,Malanday,0,121.0978656,14.6499081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Valenzuela
Malanday Health Center,Rural Health Unit,5330,Government,"Multi Purpose Building, Bulelak Street",0,Malanday,0,121.0978656,14.6499081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marikina
Cardinal Santos Medical Center,Hospital,1919,Private,Wilson Street,1500,Greenhills,+63 027253577,121.0400073,14.5979697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,San Juan
Pansol Health Center,Rural Health Unit,1925,Government,Plaza Street,0,Pansol,+63 029235236,121.0800647,14.6515439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
Jose Fabella Health Center,Rural Health Unit,1936,Government,1004 Fermin Street Singalong,0,Barangay 724,+63 025232857,120.9944432,14.5695716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manila
Tunasan Health Center,Rural Health Unit,1944,Government,E.Rodriguez Avenue,0,Tunasan,+63 028612849,121.0490467,14.3773987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Muntinlupa
Bignay Health Center,Rural Health Unit,1949,Government,Hulo Street,0,Bignay,+63 029840291,120.9962356,14.7456648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Valenzuela
National Kidney And Transplant Institute,Hospital,1981,Government,"East Avenue, Diliman",0,Central,+63 029810330,121.0479354,14.6450291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
Sumilang Health Center,Rural Health Unit,1993,Government,"Kalayaan Street, Old Barangay Hall",0,Sumilang,+63 026416800,121.0743554,14.556254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pasig
Research Institute For Tropical Medicine,Hospital,2232,Government,Filinvest Corporate ,0,Alabang,+63 028072628,121.0331069,14.4226115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Muntinlupa
Alabang Health Center,Rural Health Unit,2237,Government,Liwasan Ng Mga Bayani,0,Alabang,0,121.0447081,14.4187079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Muntinlupa
Maharlika Village Health Center,Rural Health Unit,2238,Government,1 Panangan Pangandaman Jr. Street,0,Maharlika Village,+63 028377002,121.0550093,14.4976996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Taguig
"Medical Center Muntinlupa, Inc",Hospital,2245,Private,38 National Road,0,Putatan,+63 028620162,121.0469633,14.4042525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Muntinlupa
M.C. Icasiano Health Center,Rural Health Unit,2263,Government,1806 P. Gil Street,0,Barangay 812,+63 025640779,121.0023293,14.5781187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manila
Barangka Health Center,Rural Health Unit,2286,Government,Bonifacio Avenue,0,Barangka,0,121.0809483,14.6324266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marikina
Sucat Health Center,Rural Health Unit,2298,Government,Purok 3,0,Sucat,0,121.0492766,14.4546106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Muntinlupa
San Juan Medical Center,Hospital,2314,Government,N.Domingo Street,1500,Balong-Bato,+63 027243266,121.0268204,14.6076922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,San Juan
Pitogo Health Center,Rural Health Unit,2324,Government,502 Cebu Street,0,Pitogo,+63 028825616,121.0467863,14.5571507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Makati
Kaligayahan Health Center,Rural Health Unit,2336,Government,58 Kingfisher Street,0,Kaligayahan,0,121.0497977,14.6986098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
Santa Elena Health Center,Rural Health Unit,2367,Government,"W. Paz Street, Cor. Shoe Avenue",0,Santa Elena (Pob.),0,121.1001453,14.6326136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marikina
Bayanan Health Center (Annex),Rural Health Unit,2370,Government,"Purok I Block, 2 Dolleton Street",0,Bayanan,+63 028620124,121.0429524,14.4068795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Muntinlupa
Feu- Dr. Nicanor Reyes Medical Foundation,Hospital,2407,Private,Regalado Avenue West Fairview,0,Fairview,+63 024270213,121.0679851,14.7013316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
Santa Lucia Super Health Center,Rural Health Unit,2418,Government,2Nd Flr Sta. Lucia Avenue,0,Santa Lucia,0,121.0535845,14.7074468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
Kalumpang Health Center,Rural Health Unit,2427,Government,M. H. Del Pilar Street,0,Calumpang,+63 023694687,121.0947107,14.6219563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marikina
Malamig Health Center,Rural Health Unit,2428,Government,Cresta Street,0,Malamig,0,121.0467171,14.5750534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mandaluyong
Mabini-J. Rizal Health Center,Rural Health Unit,2431,Government,J. Rizal Street Corner A. Mabini Street,0,Mabini-J. Rizal,0,121.0213254,14.5847136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mandaluyong
Mother Teresas Home That Cares Inc,Hospital,2436,Private,257-A Rosario Street,0,Plainview,+63 025326773,121.0322327,14.5778449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mandaluyong
Masikap Health Center,Rural Health Unit,2466,Government,"Masikap Complex Zone 5, Manila (Kanan)",0,Manila,+63 026436884,121.072206,14.5442907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pateros
Vergara Health Center,Rural Health Unit,2498,Government,Ilino Cruz Street,0,Vergara,0,121.0241925,14.5765338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mandaluyong
Lingunan Health Center,Rural Health Unit,2520,Government,P. Gregorio Street,0,Lingunan,+63 022929764,120.9762896,14.7190577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Valenzuela
Tondo Health Center,Rural Health Unit,2524,Government,1957 Juan Luna Street,0,Barangay 165,+63 022539524,120.970955,14.618927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manila
Pinyahan Health Center,Rural Health Unit,2556,Government,37 Malakas Street,0,Pinyahan,0,121.0475791,14.6351187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
Concepcion Uno Health Center,Rural Health Unit,2574,Government,J.P. Rizal Street,0,Concepcion Uno,0,121.103567,14.6566419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marikina
Libis Health Center,Rural Health Unit,2624,Government,L. Pasco Street,0,Libis,0,121.0772212,14.6165947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
Harapin Ang Bukas Health Center,Rural Health Unit,2629,Government,General Kalentong Corner Senator Neptali Gonzales,0,Harapin Ang Bukas,+63 025336611,121.0274179,14.5912572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mandaluyong
Aurora Health Center,Rural Health Unit,2651,Government,1752 Biak Na Bato Street,0,Barangay 251,+63 022524818,120.9775053,14.6153284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manila
Maria Clara Health Center,Rural Health Unit,2675,Government,Araullo Street,0,Hagdang Bato Libis,0,120.9921028,14.6093525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mandaluyong
Sipac-Almacen Health Center,Rural Health Unit,2711,Government,A. Santiago Street,1485,Sipac-Almacen,0,120.945917,14.6575743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Navotas
Tayabas Health Center,Rural Health Unit,2723,Government,2221 Molave Street,0,Barangay 228,+63 022521401,120.9773954,14.6283043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manila
Canumay East Health Center,Rural Health Unit,2733,Government,D. Bonifacio,0,Canumay,+63 024450598,120.9934058,14.7200657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Valenzuela
Meisic Health Center,Rural Health Unit,2770,Government,6811 Felipe Street,0,Barangay 288,+63 022442108,120.9731659,14.6046499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manila
Valeriano Fugoso Health Center,Rural Health Unit,2800,Government,A. H. Lacson Street Corner Aragon Street,0,0,+63 027407470,120.043412,15.7730771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manila
Isla Health Center,Rural Health Unit,2822,Government,0,0,Isla,+63 024445547,120.9524951,14.7035467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Valenzuela
